"rF_bar","H","a1","a2","a3","okRH"
0.005,-0.000301463629479689,0.00305638136123087,0.0113338272085608,0.000336104127711346,TRUE
0.006,-0.00030173048048994,0.00303011210906374,0.0113475253229619,0.000336114754378954,TRUE
0.007,-0.000302032933612097,0.00300030415372563,0.011363606951988,0.000336127210751452,TRUE
0.008,-0.000302376290875943,0.0029664150373123,0.0113826408713901,0.00033614192792116,TRUE
0.009,-0.00030276636653668,0.00292784035038329,0.0114053691406275,0.000336159466517625,TRUE
0.01,-0.000303209221877776,0.0028839325205789,0.0114327718573092,0.000336180564437429,TRUE
0.011,-0.000303710554719821,0.0028340480619766,0.0114661608310005,0.00033620620560123,TRUE
0.012,-0.000304274427220524,0.00277764942844899,0.011507317327929,0.000336237720619427,TRUE
0.013,-0.000304900726093248,0.00271451075988115,0.0115586982176608,0.000336276936775308,TRUE
0.014,-0.000305580173936921,0.00264512147960654,0.0116237503847948,0.000336326405753327,TRUE
0.015,-0.000306284534075939,0.00257146951426523,0.0117074001148079,0.000336389756562473,TRUE
0.016,-0.000306947166385868,0.00249856216559202,0.0118168315988962,0.000336472254736042,TRUE
0.017,-0.000307423636405385,0.00243740466945701,0.0119627544106235,0.000336581709865407,TRUE
0.018,-0.000307409557261378,0.0024109185726827,0.0121615180596133,0.000336729987023316,TRUE
0.019,-0.000306262580996762,0.00246592816332335,0.0124387295996995,0.000336935594632625,TRUE
0.02,-0.000302597938380136,0.00269798944674376,0.0128355983334927,0.000337228247226541,TRUE
0.021,-0.00029331523225131,0.00330409000037464,0.0134203138041536,0.000337657156893503,TRUE
0.022,-0.000271096178241951,0.00469715099643738,0.0143087527084222,0.000338306550284093,TRUE
0.023,-0.000217494336656648,0.00775895379522488,0.0157020010960527,0.000339325437653491,TRUE
0.024,-8.2554305561964e-05,0.0143966775047699,0.0179507441036609,0.000340985379393019,TRUE
0.025,0.000277294048467721,0.0286956209137695,0.0216438583967315,0.000343789907196195,TRUE
0.026,0.00127470896487777,0.0587783192544087,0.0276184490882435,0.00034865705294264,TRUE
0.027,0.00389123970896031,0.116822412471803,0.0363656849126178,0.000357087333721135,TRUE
0.028,0.00891140285686293,0.203872975560743,0.0455288888808934,0.000370707193259249,TRUE
0.029,0.0121153031520906,0.266101677413661,0.0469899649817808,0.000388805351170492,TRUE
0.03,0.00751510114997541,0.220567449232587,0.0359107496921021,0.000405641309641444,TRUE
0.031,0.00210274553403964,0.110565671553513,0.0227757798370143,0.00041547385879481,TRUE
0.032,0.000163880072062698,0.0359906218162809,0.0161967999515767,0.000419052829628458,TRUE
0.033,-0.000286001294891734,0.00933779520877314,0.0143371870185955,0.000419879011141259,TRUE
0.034,-0.000365328341480643,0.00389707814277117,0.0140269106259697,0.000419992308291714,TRUE
0.035,-0.000373072575870349,0.00335176445128085,0.0140007636856441,0.000419999837882675,TRUE
0.036,-0.000373331999395262,0.00333342775123466,0.0140000034773372,0.000419999999504,TRUE
0.037,NA,NA,NA,NA,FALSE
0.038,NA,NA,NA,NA,FALSE
0.039,NA,NA,NA,NA,FALSE
0.04,NA,NA,NA,NA,FALSE
0.041,-0.000298666666666667,0.00333333333333334,0.0112,0.000336,TRUE
0.042,-0.000298666666666667,0.00333333333333334,0.0112,0.000336,TRUE
0.043,-0.000298666666666667,0.00333333333333334,0.0112,0.000336,TRUE
0.044,-0.000298666666666663,0.00333333333333364,0.0112,0.000336,TRUE
0.045,-0.000298666666665929,0.00333333333339853,0.0112000000000024,0.000336,TRUE
0.046,-0.000298666666641325,0.00333333333557094,0.0112000000000888,0.000336000000000016,TRUE
0.047,-0.000298666666361459,0.00333333336026432,0.0112000000011492,0.00033600000000025,TRUE
0.048,-0.000298666664746543,0.00333333350263453,0.0112000000077775,0.000336000000001975,TRUE
0.049,-0.00029866665880315,0.00333333402611715,0.0112000000342594,0.00033600000000986,TRUE
0.05,-0.000298666642762452,0.00333333543751833,0.0112000001119121,0.000336000000035698,TRUE
0.051,-0.000298666608056416,0.00333333848789844,0.01120000029442,0.00033600000010228,TRUE
0.052,-0.000298666544198789,0.00333334409382617,0.0112000006588744,0.000336000000245897,TRUE
0.053,-0.000298666440162139,0.00333335321544893,0.0112000013024049,0.000336000000516543,TRUE
0.054,-0.000298666285754197,0.00333336673532479,0.0112000023357982,0.000336000000975906,TRUE
0.055,-0.000298666072662733,0.00333338536707008,0.0112000038759132,0.00033600000169383,TRUE
0.056,-0.000298665795051201,0.00333340960397309,0.01120000603838,0.000336000002744094,TRUE
0.057,-0.000298665449738307,0.00333343970440491,0.0112000089315039,0.000336000004200272,TRUE
0.058,-0.000298665036065763,0.00333347570464721,0.0112000126517661,0.000336000006132166,TRUE
0.059,-0.000298664555571717,0.00333351744866018,0.0112000172809437,0.000336000008603038,TRUE
0.06,-0.000298664011570437,0.00333356462587512,0.0112000228846562,0.000336000011667719,TRUE
0.061,-0.000298663408711516,0.00333361681054611,0.0112000295120563,0.00033600001537152,TRUE
0.062,-0.000298662752565374,0.00333367349856299,0.0112000371963649,0.000336000019749815,TRUE
0.063,-0.000298662049260534,0.00333373413951712,0.0112000459559818,0.000336000024828151,TRUE
0.064,-0.000298661305183069,0.00333379816314643,0.0112000557959458,0.000336000030622731,TRUE
0.065,-0.000298660526738898,0.0033338650001389,0.0112000667095728,0.000336000037141164,TRUE
0.066,-0.000298659720174039,0.00333393409775916,0.0112000786801408,0.000336000044383346,TRUE
0.067,-0.000298658891445246,0.00333400493099569,0.0112000916825366,0.000336000052342427,TRUE
0.068,-0.000298658046132552,0.00333407700999577,0.0112001056848034,0.000336000061005777,TRUE
0.069,-0.000298657189385481,0.00333414988453048,0.0112001206495561,0.000336000070355926,TRUE
0.07,-0.000298656325895493,0.00333422314615705,0.0112001365352491,0.000336000080371439,TRUE
0.071,-0.000298655459888243,0.00333429642865023,0.0112001532972887,0.000336000091027728,TRUE
0.072,-0.000298654595130355,0.00333436940717584,0.0112001708889965,0.000336000102297766,TRUE
0.073,-0.000298653734946406,0.0033344417965868,0.0112001892624302,0.000336000114152736,TRUE
0.074,-0.000298652882242739,0.00333451334914082,0.0112002083690744,0.000336000126562576,TRUE
0.075,-0.000298652039535494,0.00333458385186938,0.011200228160414,0.000336000139496464,TRUE
0.076,-0.000298651208980888,0.00333465312377078,0.0112002485884031,0.000336000152923215,TRUE
0.077,-0.000298650392406274,0.00333472101295427,0.011200269605843,0.000336000166811631,TRUE
0.078,-0.000298649591340945,0.00333478739382572,0.0112002911666813,0.000336000181130771,TRUE
0.079,-0.000298648807045944,0.00333485216437739,0.0112003132262432,0.000336000195850186,TRUE
0.08,-0.000298648040542397,0.00333491524362254,0.0112003357414052,0.0003360002109401,TRUE
0.081,-0.00029864729263807,0.00333497656919964,0.0112003586707204,0.000336000226371554,TRUE
0.082,-0.000298646563951987,0.00333503609515879,0.0112003819745032,0.000336000242116521,TRUE
0.083,-0.000298645854937047,0.0033350937899342,0.0112004056148809,0.000336000258147981,TRUE
0.084,-0.00029864516590065,0.00333514963450064,0.0112004295558172,0.000336000274439984,TRUE
0.085,-0.000298644497023383,0.00333520362070742,0.0112004537631134,0.000336000290967685,TRUE
0.086,-0.000298643848375876,0.00333525574978068,0.0112004782043918,0.000336000307707367,TRUE
0.087,-0.000298643219933913,0.00333530603098326,0.011200502849065,0.000336000324636445,TRUE
0.088,-0.00029864261159195,0.00333535448042045,0.011200527668293,0.000336000341733464,TRUE
0.089,-0.000298642023175133,0.00333540111997968,0.0112005526349337,0.000336000358978083,TRUE
0.09,-0.000298641454449986,0.00333544597639245,0.011200577723485,0.000336000376351055,TRUE
0.091,-0.000298640905133842,0.00333548908040684,0.0112006029100239,0.0003360003938342,TRUE
0.092,-0.000298640374903185,0.00333553046606013,0.0112006281721418,0.000336000411410376,TRUE
0.093,-0.000298639863400968,0.00333557017004101,0.011200653488879,0.000336000429063439,TRUE
0.094,-0.000298639370243048,0.00333560823113235,0.011200678840657,0.000336000446778213,TRUE
0.095,-0.000298638895023803,0.00333564468972554,0.0112007042092123,0.000336000464540448,TRUE
0.096,-0.000298638437321041,0.00333567958739879,0.0112007295775298,0.000336000482336781,TRUE
0.097,-0.000298637996700263,0.00333571296655211,0.0112007549297783,0.000336000500154697,TRUE
0.098,-0.000298637572718361,0.00333574487009243,0.0112007802512467,0.00033600051798249,TRUE
0.099,-0.000298637164926812,0.00333577534116322,0.0112008055282831,0.000336000535809223,TRUE
0.1,-0.000298636772874429,0.00333580442291317,0.0112008307482346,0.000336000553624692,TRUE
0.101,-0.000298636396109717,0.00333583215829947,0.0112008558993909,0.000336000571419384,TRUE
0.102,-0.000298636034182884,0.00333585858992133,0.0112008809709292,0.000336000589184445,TRUE
0.103,-0.000298635686647547,0.00333588375988013,0.0112009059528618,0.000336000606911643,TRUE
0.104,-0.000298635353062167,0.00333590770966285,0.0112009308359861,0.000336000624593333,TRUE
0.105,-0.000298635032991258,0.00333593048004592,0.0112009556118369,0.000336000642222426,TRUE
0.106,-0.000298634726006381,0.00333595211101682,0.0112009802726415,0.000336000659792357,TRUE
0.107,-0.000298634431686961,0.00333597264171109,0.0112010048112766,0.000336000677297054,TRUE
0.108,-0.00029863414962095,0.00333599211036294,0.0112010292212278,0.000336000694730911,TRUE
0.109,-0.000298633879405352,0.00333601055426736,0.0112010534965509,0.00033600071208876,TRUE
0.11,-0.000298633620646627,0.00333602800975242,0.0112010776318363,0.000336000729365845,TRUE
0.111,-0.000298633372960995,0.00333604451216018,0.0112011016221739,0.000336000746557797,TRUE
0.112,-0.00029863313597465,0.00333606009583515,0.0112011254631213,0.000336000763660612,TRUE
0.113,-0.000298632909323897,0.00333607479411905,0.0112011491506735,0.000336000780670627,TRUE
0.114,-0.000298632692655226,0.00333608863935113,0.0112011726812337,0.0003360007975845,TRUE
0.115,-0.000298632485625326,0.00333610166287298,0.0112011960515871,0.000336000814399192,TRUE
0.116,-0.00029863228790105,0.00333611389503736,0.0112012192588749,0.000336000831111942,TRUE
0.117,-0.000298632099159348,0.00333612536522023,0.0112012423005707,0.000336000847720259,TRUE
0.118,-0.000298631919087153,0.00333613610183552,0.0112012651744584,0.000336000864221897,TRUE
0.119,-0.000298631747381251,0.00333614613235213,0.0112012878786107,0.000336000880614841,TRUE
0.12,-0.000298631583748118,0.00333615548331273,0.0112013104113697,0.000336000896897297,TRUE
0.121,-0.00029863142790374,0.00333616418035406,0.0112013327713285,0.000336000913067672,TRUE
0.122,-0.00029863127957342,0.00333617224822826,0.0112013549573134,0.000336000929124563,TRUE
0.123,-0.000298631138491572,0.00333617971082519,0.0112013769683681,0.000336000945066747,TRUE
0.124,-0.000298631004401503,0.00333618659119527,0.0112013988037382,0.000336000960893165,TRUE
0.125,-0.000298630877055184,0.00333619291157279,0.0112014204628568,0.000336000976602914,TRUE
0.126,-0.000298630756213031,0.00333619869339948,0.0112014419453313,0.000336000992195236,TRUE
0.127,-0.000298630641643663,0.00333620395734812,0.0112014632509308,0.000336001007669508,TRUE
0.128,-0.000298630533123672,0.00333620872334617,0.0112014843795743,0.000336001023025234,TRUE
0.129,-0.000298630430437388,0.00333621301059927,0.0112015053313196,0.000336001038262034,TRUE
0.13,-0.000298630333376644,0.00333621683761446,0.0112015261063531,0.000336001053379637,TRUE
0.131,-0.000298630241740545,0.00333622022222313,0.0112015467049801,0.000336001068377877,TRUE
0.132,-0.000298630155335237,0.00333622318160362,0.0112015671276159,0.000336001083256678,TRUE
0.133,-0.000298630073973681,0.0033362257323034,0.0112015873747771,0.000336001098016057,TRUE
0.134,-0.00029862999747543,0.00333622789026071,0.0112016074470737,0.00033600111265611,TRUE
0.135,-0.000298629925666411,0.00333622967082586,0.0112016273452021,0.000336001127177008,TRUE
0.136,-0.000298629858378707,0.00333623108878187,0.0112016470699374,0.000336001141578995,TRUE
0.137,-0.000298629795450356,0.00333623215836463,0.0112016666221278,0.000336001155862378,TRUE
0.138,-0.000298629736725136,0.00333623289328254,0.011201686002688,0.000336001170027526,TRUE
0.139,-0.000298629682052375,0.00333623330673556,0.0112017052125935,0.000336001184074863,TRUE
0.14,-0.000298629631286754,0.00333623341143365,0.0112017242528756,0.000336001198004864,TRUE
0.141,-0.000298629584288116,0.00333623321961475,0.0112017431246163,0.000336001211818052,TRUE
0.142,-0.000298629540921289,0.00333623274306207,0.0112017618289438,0.000336001225514994,TRUE
0.143,-0.000298629501055905,0.00333623199312094,0.0112017803670277,0.000336001239096296,TRUE
0.144,-0.000298629464566228,0.00333623098071503,0.0112017987400758,0.000336001252562603,TRUE
0.145,-0.000298629431330992,0.00333622971636201,0.0112018169493294,0.000336001265914592,TRUE
0.146,-0.000298629401233234,0.00333622821018877,0.0112018349960607,0.000336001279152971,TRUE
0.147,-0.000298629374160143,0.00333622647194597,0.0112018528815687,0.000336001292278477,TRUE
0.148,-0.000298629350002909,0.00333622451102222,0.0112018706071768,0.000336001305291871,TRUE
0.149,-0.000298629328656575,0.00333622233645764,0.0112018881742292,0.000336001318193939,TRUE
0.15,-0.000298629310019901,0.00333621995695701,0.0112019055840893,0.000336001330985488,TRUE
0.151,-0.000298629293995225,0.00333621738090237,0.011201922838136,0.000336001343667342,TRUE
0.152,-0.000298629280488334,0.00333621461636523,0.0112019399377624,0.000336001356240343,TRUE
0.153,-0.000298629269408339,0.00333621167111829,0.011201956884373,0.000336001368705348,TRUE
0.154,-0.00029862926066755,0.0033362085526467,0.0112019736793821,0.000336001381063228,TRUE
0.155,-0.000298629254181365,0.00333620526815893,0.0112019903242115,0.000336001393314864,TRUE
0.156,-0.00029862924986815,0.00333620182459727,0.0112020068202894,0.000336001405461151,TRUE
0.157,-0.000298629247649137,0.00333619822864781,0.0112020231690481,0.000336001417502987,TRUE
0.158,-0.000298629247448315,0.00333619448675018,0.0112020393719231,0.000336001429441283,TRUE
0.159,-0.000298629249192331,0.00333619060510682,0.011202055430351,0.000336001441276954,TRUE
0.16,-0.000298629252810392,0.00333618658969195,0.0112020713457691,0.00033600145301092,TRUE
0.161,-0.000298629258234173,0.00333618244626015,0.0112020871196136,0.000336001464644105,TRUE
0.162,-0.000298629265397725,0.00333617818035467,0.0112021027533185,0.000336001476177437,TRUE
0.163,-0.000298629274237389,0.00333617379731533,0.0112021182483149,0.000336001487611846,TRUE
0.164,-0.000298629284691717,0.00333616930228624,0.0112021336060298,0.000336001498948262,TRUE
0.165,-0.000298629296701383,0.00333616470022308,0.0112021488278853,0.000336001510187619,TRUE
0.166,-0.000298629310209114,0.00333615999590022,0.0112021639152979,0.000336001521330847,TRUE
0.167,-0.00029862932515961,0.00333615519391749,0.0112021788696774,0.000336001532378878,TRUE
0.168,-0.000298629341499479,0.00333615029870669,0.0112021936924269,0.000336001543332639,TRUE
0.169,-0.000298629359177159,0.00333614531453792,0.0112022083849413,0.000336001554193059,TRUE
0.17,-0.000298629378142861,0.00333614024552555,0.0112022229486075,0.000336001564961061,TRUE
0.171,-0.0002986293983485,0.00333613509563406,0.0112022373848035,0.000336001575637567,TRUE
0.172,-0.000298629419747634,0.0033361298686836,0.0112022516948979,0.000336001586223494,TRUE
0.173,-0.000298629442295407,0.00333612456835535,0.0112022658802496,0.000336001596719757,TRUE
0.174,-0.000298629465948492,0.00333611919819666,0.0112022799422073,0.000336001607127263,TRUE
0.175,-0.000298629490665033,0.00333611376162602,0.0112022938821092,0.000336001617446917,TRUE
0.176,-0.000298629516404599,0.00333610826193778,0.0112023077012829,0.000336001627679618,TRUE
0.177,-0.000298629543128126,0.00333610270230677,0.0112023214010445,0.000336001637826259,TRUE
0.178,-0.000298629570797873,0.00333609708579267,0.0112023349826991,0.000336001647887729,TRUE
0.179,-0.000298629599377375,0.00333609141534425,0.0112023484475398,0.000336001657864907,TRUE
0.18,-0.000298629628831396,0.00333608569380341,0.0112023617968483,0.000336001667758671,TRUE
0.181,-0.000298629659125886,0.00333607992390914,0.011202375031894,0.000336001677569888,TRUE
0.182,-0.000298629690227941,0.00333607410830121,0.0112023881539343,0.000336001687299421,TRUE
0.183,-0.00029862972210576,0.00333606824952385,0.0112024011642144,0.000336001696948125,TRUE
0.184,-0.00029862975472861,0.00333606235002918,0.011202414063967,0.000336001706516847,TRUE
0.185,-0.000298629788066785,0.00333605641218056,0.0112024268544122,0.00033600171600643,TRUE
0.186,-0.000298629822091571,0.00333605043825583,0.0112024395367578,0.000336001725417706,TRUE
0.187,-0.000298629856775214,0.00333604443045038,0.0112024521121988,0.000336001734751502,TRUE
0.188,-0.000298629892090885,0.00333603839088011,0.0112024645819176,0.000336001744008637,TRUE
0.189,-0.000298629928012645,0.00333603232158434,0.0112024769470839,0.000336001753189921,TRUE
0.19,-0.000298629964515421,0.00333602622452852,0.0112024892088546,0.000336001762296158,TRUE
0.191,-0.000298630001574968,0.00333602010160689,0.0112025013683742,0.000336001771328143,TRUE
0.192,-0.000298630039167849,0.00333601395464505,0.011202513426774,0.000336001780286666,TRUE
0.193,-0.0002986300772714,0.00333600778540236,0.0112025253851729,0.000336001789172504,TRUE
0.194,-0.000298630115863708,0.00333600159557437,0.0112025372446772,0.000336001797986432,TRUE
0.195,-0.000298630154923582,0.00333599538679505,0.0112025490063802,0.000336001806729212,TRUE
0.196,-0.000298630194430534,0.00333598916063897,0.0112025606713632,0.000336001815401602,TRUE
0.197,-0.000298630234364749,0.00333598291862344,0.0112025722406943,0.00033600182400435,TRUE
0.198,-0.000298630274707064,0.0033359766622105,0.0112025837154296,0.000336001832538196,TRUE
0.199,-0.000298630315438948,0.0033359703928089,0.0112025950966125,0.000336001841003873,TRUE
0.2,-0.000298630356542479,0.00333596411177597,0.0112026063852742,0.000336001849402106,TRUE
