"lambda","ok","H","maxRe","stable_RH","e_star","omega_star","d_star","r_star","msg"
5,TRUE,-3.93953550281207e-05,0.0875555085536937,FALSE,0.133333333333333,0.184540285265163,36.2729857367418,-0.332729857367418,NA
6,TRUE,-7.85341344027418e-05,0.0788875436273474,FALSE,0.133333333333333,0.312116904387612,29.8941547806194,-0.268941547806194,NA
7,TRUE,-0.000116230077056474,0.0667763768190815,FALSE,0.133333333333333,0.403243060916262,25.3378469541869,-0.223378469541869,NA
8,TRUE,-0.000152483182944142,0.0501425414349976,FALSE,0.133333333333333,0.471587678292763,21.9206160853619,-0.189206160853619,NA
9,TRUE,-0.000187293452111602,0.0496386065649454,FALSE,0.133333333333333,0.524744602925168,19.2627698537416,-0.162627698537416,NA
10,TRUE,-0.000220660884541247,0.0490462498989321,FALSE,0.133333333333333,0.567270142632561,17.1364928683719,-0.141364928683719,NA
11,TRUE,-0.000252585480242711,0.0483892341053351,FALSE,0.133333333333333,0.602063766029421,15.396811698529,-0.12396811698529,NA
12,TRUE,-0.000283067239209088,0.0476826481499276,FALSE,0.133333333333333,0.6310584521931,13.947077390345,-0.10947077390345,NA
13,TRUE,-0.000312106161442077,0.0469367303836776,FALSE,0.133333333333333,0.655592417409681,12.7203791295159,-0.0972037912951594,NA
14,TRUE,-0.00033970224692768,0.0461587758542419,FALSE,0.133333333333333,0.676621530451844,11.6689234774078,-0.086689234774078,NA
15,TRUE,-0.000365855495690736,0.0453541816534477,FALSE,0.133333333333333,0.694846761755064,10.7576619122468,-0.0775766191224679,NA
16,TRUE,-0.000390565907717978,0.0445270618177176,FALSE,0.133333333333333,0.710793839145492,9.96030804272538,-0.0696030804272538,NA
17,TRUE,-0.000413833483013509,0.0436806296182905,FALSE,0.133333333333333,0.724864789784861,9.25676051075693,-0.0625676051075693,NA
18,TRUE,-0.000435658221592995,0.0428174460546075,FALSE,0.133333333333333,0.73737230146771,8.63138492661449,-0.0563138492661449,NA
19,TRUE,-0.000456040123489554,0.0419395874264478,FALSE,0.133333333333333,0.748563232984501,8.07183835077497,-0.0507183835077497,NA
20,TRUE,-0.000474979188248208,0.0410487618679346,FALSE,0.133333333333333,0.758635071276655,7.56824643616725,-0.0456824643616725,NA
21,TRUE,-0.000492475416826877,0.0401463925428298,FALSE,0.133333333333333,0.767747686967893,7.11261565160534,-0.0411261565160534,NA
22,TRUE,-0.000508528808430641,0.0392336783969295,FALSE,0.133333333333333,0.776031883014802,6.69840584925991,-0.036984058492599,NA
23,TRUE,-0.000523139363330127,0.0383116394108877,FALSE,0.133333333333333,0.783595714188079,6.32021429059605,-0.0332021429059605,NA
24,TRUE,-0.000536307081470621,0.0373811508834705,FALSE,0.133333333333333,0.790529226096909,5.97353869515455,-0.0297353869515455,NA
25,TRUE,-0.000548031962884348,0.0364429698286543,FALSE,0.133333333333333,0.796908057053033,5.65459714734837,-0.0265459714734837,NA
26,TRUE,-0.000558314007555667,0.0354977555584852,FALSE,0.133333333333333,0.802796208704839,5.36018956475804,-0.0236018956475804,NA
27,TRUE,-0.000567153215498956,0.0345460859478314,FALSE,0.133333333333333,0.80824820097503,5.08758995124849,-0.0208758995124849,NA
28,TRUE,-0.000574549586517559,0.0335884704247139,FALSE,0.133333333333333,0.813310765200518,4.83446173997409,-0.0183446173997409,NA
29,TRUE,-0.000580503121154307,0.0326253604461461,FALSE,0.133333333333333,0.818024187111043,4.59879064444783,-0.0159879064444783,NA
30,TRUE,-0.000585013818916879,0.0316571580428415,FALSE,0.133333333333333,0.822423380877311,4.37883095613444,-0.0137883095613444,NA
31,TRUE,-0.000588081679926206,0.0306842228207249,FALSE,0.133333333333333,0.826538755687904,4.17306221560482,-0.0117306221560482,NA
32,TRUE,-0.000589706704208781,0.029706877765904,FALSE,0.133333333333333,0.830396919573713,3.98015402131436,-0.0098015402131436,NA
33,TRUE,-0.000589888891735189,0.0287254140816503,FALSE,0.133333333333333,0.834021255342582,3.79893723287092,-0.0079893723287092,NA
34,TRUE,-0.000588628242535549,0.0277400952451333,FALSE,0.133333333333333,0.837432394891934,3.6283802554033,-0.00628380255403304,NA
35,TRUE,-0.000585924756593464,0.0267511604397885,FALSE,0.133333333333333,0.84064861218026,3.46756939098698,-0.00467569390986979,NA
36,TRUE,-0.000581778433807437,0.0257588274638932,FALSE,0.133333333333333,0.843686150710815,3.31569246445925,-0.00315692464459253,NA
37,TRUE,-0.000576189274519994,0.0247632952024085,FALSE,0.133333333333333,0.846559498008806,3.17202509955971,-0.00172025099559707,NA
38,TRUE,-0.000569157278399277,0.0237647457925412,FALSE,0.133333333333333,0.849281616482259,3.03591917588708,-0.000359191758870763,NA
39,TRUE,-0.000560682445520333,0.0227633464265416,FALSE,0.133333333333333,0.851864139136567,2.90679304317165,0.000932069568283499,NA
40,TRUE,-0.000550764775912449,0.0217592509655244,FALSE,0.133333333333333,0.854317535658361,2.78412321708197,0.00215876782918029,NA
41,TRUE,-0.000539404269456239,0.0207526013232779,FALSE,0.133333333333333,0.856651254270276,2.66743728648619,0.00332562713513812,NA
42,TRUE,-0.000526600926378026,0.0197435286522319,FALSE,0.133333333333333,0.858873843442189,2.55630782789055,0.00443692172109453,NA
43,TRUE,-0.000512354746761149,0.0187321544055977,FALSE,0.133333333333333,0.860993056472731,2.45034717636344,0.00549652823636564,NA
44,TRUE,-0.000496665730175169,0.0177185913621325,FALSE,0.133333333333333,0.86301594154317,2.3492029228415,0.00650797077158499,NA
45,TRUE,-0.00047953387685334,0.0167029442861849,FALSE,0.133333333333333,0.864948920612073,2.25255396939637,0.00747446030603628,NA
46,TRUE,-0.000460959186808125,0.0156853107640522,FALSE,0.133333333333333,0.866797857115409,2.16010714422956,0.0083989285577044,NA
47,TRUE,-0.000440941660044392,0.0146657818223477,FALSE,0.133333333333333,0.868568115473039,2.07159422634803,0.00928405773651968,NA
48,TRUE,-0.000419481296528336,0.0136444425014085,FALSE,0.133333333333333,0.870264613069441,1.98676934652794,0.0101323065347206,NA
49,TRUE,-0.000396578096249261,0.0126213723692634,FALSE,0.133333333333333,0.871891865869514,1.9054067065243,0.010945932934757,NA
50,TRUE,-0.000372232059430839,0.0115966459963129,FALSE,0.133333333333333,0.873454028526516,1.8272985736742,0.011727014263258,NA
51,TRUE,-0.000346443185741669,0.0105703333098984,FALSE,0.133333333333333,0.874954929927957,1.75225350360215,0.0124774649639785,NA
52,TRUE,-0.000319211475255982,0.00954250003885816,FALSE,0.133333333333333,0.876398104357068,1.68009478214659,0.0131990521785341,NA
53,TRUE,-0.000290536927710689,0.0085132079931131,FALSE,0.133333333333333,0.877786819402552,1.61065902987239,0.0138934097012761,NA
54,TRUE,-0.000260419544780096,0.00748251547093061,FALSE,0.133333333333333,0.879124100449209,1.54379497753953,0.0145620502246047,NA
55,TRUE,-0.000228859323974746,0.00645047726454301,FALSE,0.133333333333333,0.880412753183669,1.47936234081656,0.0152063765918344,NA
56,TRUE,-0.000195856266484421,0.00541714524981887,FALSE,0.133333333333333,0.881655382600885,1.41723086995576,0.0158276913004424,NA
57,TRUE,-0.000161410372171665,0.00438256839296557,FALSE,0.133333333333333,0.882854410988177,1.35727945059115,0.0164272054940885,NA
58,TRUE,-0.00012552164133622,0.00334679302648104,FALSE,0.133333333333333,0.884012093557346,1.2993953221327,0.017006046778673,NA
59,TRUE,-8.8190073766901e-05,0.00230986300481388,FALSE,0.133333333333333,0.885130532649594,1.24347336752031,0.0175652663247969,NA
60,TRUE,-4.94156694669546e-05,0.00127181989895168,FALSE,0.133333333333333,0.886211690438767,1.18941547806167,0.0181058452193833,NA
61,TRUE,-9.19842843031518e-06,0.000232703144551656,FALSE,0.133333333333333,0.887257400431573,1.13712997842134,0.0186287002157866,NA
62,TRUE,3.24616493413993e-05,-0.000807449814825497,TRUE,0.133333333333333,0.888269377843967,1.08653110780167,0.0191346889219833,NA
63,TRUE,7.55645638467374e-05,-0.00184860339680957,TRUE,0.133333333333333,0.8892492289893,1.037538550535,0.01962461449465,NA
64,TRUE,0.00012011031508557,-0.00289072375976496,TRUE,0.133333333333333,0.890198459786342,0.990077010682915,0.0200992298931709,NA
65,TRUE,0.000166098903061697,-0.00393377869187475,TRUE,0.133333333333333,0.891118483481936,0.944075825903192,0.0205592417409681,NA
66,TRUE,0.000213530327770493,-0.00497773750888712,TRUE,0.133333333333333,0.892010627671604,0.899468616419821,0.0210053138358018,NA
67,TRUE,0.000262404589219645,-0.00602257095998962,TRUE,0.133333333333333,0.89287614069143,0.856192965428487,0.0214380703457151,NA
68,TRUE,0.000312721687402138,-0.00706825114028693,TRUE,0.133333333333333,0.893716197445968,0.814190127701601,0.021858098722984,NA
69,TRUE,0.000364481622307113,-0.00811475141028813,TRUE,0.133333333333333,0.89453190472936,0.773404763532015,0.0222659523646798,NA
70,TRUE,0.000417684393949716,-0.00916204632171288,TRUE,0.133333333333333,0.895324306090369,0.733784695481559,0.0226621530451844,NA
71,TRUE,0.000472330002327709,-0.010210111547663,TRUE,0.133333333333333,0.896094386286279,0.695280685686044,0.0230471931431396,NA
72,TRUE,0.000528418447475225,-0.0112589238189791,TRUE,0.133333333333333,0.896843075365636,0.657846231718183,0.0234215376828182,NA
73,TRUE,0.000585949729301798,-0.0123084608618375,TRUE,0.133333333333333,0.897571252415421,0.621437379228964,0.0237856262077104,NA
74,TRUE,0.000644923847906334,-0.0133587013475493,TRUE,0.133333333333333,0.898279749004402,0.586012549779876,0.0241398745022012,NA
75,TRUE,0.000705340803911234,-0.0144096248449237,TRUE,0.133333333333333,0.898969352359316,0.551532382034183,0.0244846761796582,NA
76,TRUE,0.000767200591867091,-0.0154612116723241,TRUE,0.133333333333333,0.899640808203015,0.517959589849249,0.0248204041015075,NA
77,TRUE,0.000830503222729922,-0.0165134431949609,TRUE,0.133333333333333,0.900294823704592,0.485258814770422,0.0251474118522958,NA
78,TRUE,0.00089524868917478,-0.0175663012529214,TRUE,0.133333333333333,0.900932069563966,0.453396521801703,0.025466034781983,NA
79,TRUE,0.000961436991743379,-0.0186197685225085,TRUE,0.133333333333333,0.901553182610646,0.422340869467695,0.025776591305323,NA
80,TRUE,0.00102906813086805,-0.0196738283563177,TRUE,0.133333333333333,0.902158767828876,0.392061608556187,0.0260793839144381,NA
81,TRUE,0.00109814210652062,-0.0207284647442099,TRUE,0.133333333333333,0.902749400324987,0.36252998375063,0.0263747001624937,NA
82,TRUE,0.00116865891325367,-0.0217836622159788,TRUE,0.133333333333333,0.903325627103902,0.333718644804924,0.0266628135519508,NA
83,TRUE,0.00124061856861916,-0.0228394061857609,TRUE,0.133333333333333,0.903887968994514,0.30560155027431,0.0269439844972569,NA
84,TRUE,0.00131402105419851,-0.0238956821457689,TRUE,0.133333333333333,0.904436921741978,0.278153912901117,0.0272184608709888,NA
85,TRUE,0.00138886637689514,-0.0249524764474179,TRUE,0.133333333333333,0.904972957956769,0.251352102161538,0.0274864789783846,NA
86,TRUE,0.00146515453570898,-0.0260097758402975,TRUE,0.133333333333333,0.905496528209281,0.22517358953596,0.0277482641046404,NA
87,TRUE,0.0015428855344956,-0.0270675676104252,TRUE,0.133333333333333,0.906008062384236,0.199596880788176,0.0280040311921182,NA
88,TRUE,0.00162205936540717,-0.0281258393561487,TRUE,0.133333333333333,0.906507970753698,0.174601462315086,0.0282539853768491,NA
89,TRUE,0.00170267603481169,-0.0291845792801072,TRUE,0.133333333333333,0.906996645239557,0.150167738022124,0.0284983226197788,NA
90,TRUE,0.00178473554118449,-0.030243775907549,TRUE,0.133333333333333,0.907474460292022,0.126276985398892,0.0287372301460111,NA
91,TRUE,0.00186823788403099,-0.0313034181674732,TRUE,0.133333333333333,0.907941773912785,0.102911304360766,0.0289708869563923,NA
92,TRUE,0.0019531830613005,-0.032321147428225,TRUE,0.133333333333333,0.908398928533667,0.0800535733166653,0.0291994642668333,NA
93,TRUE,0.00203957109126951,-0.0323787153149286,TRUE,0.133333333333333,0.908846251944652,0.0576874027674021,0.029423125972326,NA
94,TRUE,0.00212740193369251,-0.0324354536763615,TRUE,0.133333333333333,0.90928405772687,0.03579711365648,0.0296420288634352,NA
95,TRUE,0.00221667562417769,-0.0324913822085022,TRUE,0.133333333333333,0.909712646592903,0.0143676703548326,0.0298563232964517,NA
96,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.006615 (needs d*>0).
"
97,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.027166 (needs d*>0).
"
98,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.047297 (needs d*>0).
"
99,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.067021 (needs d*>0).
"
100,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.086351 (needs d*>0).
"
101,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.105298 (needs d*>0).
"
102,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.123873 (needs d*>0).
"
103,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.142088 (needs d*>0).
"
104,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.159953 (needs d*>0).
"
105,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.177477 (needs d*>0).
"
106,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.194670 (needs d*>0).
"
107,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.211543 (needs d*>0).
"
108,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.228103 (needs d*>0).
"
109,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.244358 (needs d*>0).
"
110,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.260319 (needs d*>0).
"
111,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.275992 (needs d*>0).
"
112,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.291385 (needs d*>0).
"
113,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.306505 (needs d*>0).
"
114,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.321360 (needs d*>0).
"
115,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.335957 (needs d*>0).
"
116,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.350302 (needs d*>0).
"
117,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.364402 (needs d*>0).
"
118,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.378263 (needs d*>0).
"
119,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.391891 (needs d*>0).
"
120,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.405292 (needs d*>0).
"
121,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.418472 (needs d*>0).
"
122,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.431435 (needs d*>0).
"
123,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.444188 (needs d*>0).
"
124,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.456734 (needs d*>0).
"
125,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.469081 (needs d*>0).
"
126,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.481231 (needs d*>0).
"
127,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.493190 (needs d*>0).
"
128,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.504961 (needs d*>0).
"
129,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.516551 (needs d*>0).
"
130,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.527962 (needs d*>0).
"
131,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.539199 (needs d*>0).
"
132,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.550266 (needs d*>0).
"
133,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.561166 (needs d*>0).
"
134,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.571904 (needs d*>0).
"
135,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.582482 (needs d*>0).
"
136,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.592905 (needs d*>0).
"
137,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.603176 (needs d*>0).
"
138,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.613298 (needs d*>0).
"
139,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.623274 (needs d*>0).
"
140,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.633108 (needs d*>0).
"
141,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.642802 (needs d*>0).
"
142,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.652360 (needs d*>0).
"
143,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.661784 (needs d*>0).
"
144,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.671077 (needs d*>0).
"
145,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.680242 (needs d*>0).
"
146,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.689281 (needs d*>0).
"
147,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.698198 (needs d*>0).
"
148,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.706994 (needs d*>0).
"
149,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.715672 (needs d*>0).
"
150,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.724234 (needs d*>0).
"
151,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.732683 (needs d*>0).
"
152,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.741020 (needs d*>0).
"
153,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.749249 (needs d*>0).
"
154,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.757371 (needs d*>0).
"
155,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.765388 (needs d*>0).
"
156,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.773302 (needs d*>0).
"
157,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.781115 (needs d*>0).
"
158,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.788830 (needs d*>0).
"
159,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.796447 (needs d*>0).
"
160,FALSE,NA,NA,NA,NA,NA,NA,NA,"Error in fixed_point_solver(par) : 
  Inadmissible d*: -0.803969 (needs d*>0).
"
