try_id,cand_id,sigma,g_n,i,delta,kappa_max,psi,phi2,rF,omega_star,d_star,lambda_star,f_star,Z_star,stable,RH_ok,has_complex,has_hopf,n_roots,rF_root_med,rF_root_p25,rF_root_p75,pen_omega,pen_sigma,pen_lambda,pen_hopf,pen_dist,score,candidate_id,rF_seed,rF_root,sim_ok,sim_reason,bounded_below,bounded_above,has_cycle_below,has_cycle_above,amp_below,amp_above,period_below,period_above,omega_mean_above,rF_lo,rF_hi,survival_rate,bounded_rate,cycle_rate,amp_med,period_med,score_stage5,try_id_pool,cand_id_pool,sigma_pool,g_n_pool,i_pool,delta_pool,kappa_max_pool,psi_pool,phi2_pool,rF_pool,omega_star_pool,d_star_pool,lambda_star_pool,f_star_pool,Z_star_pool,stable_pool,RH_ok_pool,has_complex_pool,has_hopf_pool,n_roots_pool,rF_root_med_pool,rF_root_p25_pool,rF_root_p75_pool,pen_omega_pool,pen_sigma_pool,pen_lambda_pool,pen_hopf_pool,pen_dist_pool,score_pool,cycle_flip
564,14,2.5,0.08,0.035,0.06,0.45,5,2,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,67.42114752993943,20,0.0325,0.0325,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.5564864104826324e-15,1.72964070392593e-15,NA,NA,NA,0.0305,0.0345,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,5,2,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,67.42114752993943,FALSE
564,14,2.5,0.08,0.035,0.06,0.45,5,2.5,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,67.42114752993943,21,0.0325,0.0325,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.4767342407156712e-15,1.2547965887941476e-15,NA,NA,NA,0.0305,0.0345,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,5,2.5,0.0325,0.6502848842903546,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1309948448313425,10,1,67.42114752993943,FALSE
576,16,2.5,0.08,0.04,0.06,0.45,5,0.5,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,22,0.02,0.02,FALSE,ok,FALSE,FALSE,FALSE,FALSE,0.02432196451086171,17.410878049618436,17.46964285714286,19.813043478260873,1.1869328596144004,0.018,0.022,0,0,0,NA,NA,NA,576,16,2.5,0.08,0.04,0.06,0.45,5,0.5,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,FALSE
576,16,2.5,0.08,0.04,0.06,0.45,5,1,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,23,0.02,0.02,FALSE,ok,FALSE,FALSE,FALSE,FALSE,42.75421388174864,42.35520765114554,15.016666666666667,19.825,1.2586445745459158,0.018,0.022,0,0,0,NA,NA,NA,576,16,2.5,0.08,0.04,0.06,0.45,5,1,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,FALSE
576,16,2.5,0.08,0.04,0.06,0.45,5,1.5,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,24,0.02,0.02,FALSE,ok,FALSE,FALSE,FALSE,FALSE,87.39438308359915,0.14826060958069695,0.1375761772853186,NA,NA,0.018,0.022,0,0,0,NA,NA,NA,576,16,2.5,0.08,0.04,0.06,0.45,5,1.5,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,FALSE
576,16,2.5,0.08,0.04,0.06,0.45,5,2,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,25,0.02,0.02,FALSE,ok,FALSE,FALSE,FALSE,FALSE,162.89884272450655,1.0470248957303788e-63,NA,NA,NA,0.018,0.022,0,0,0,NA,NA,NA,576,16,2.5,0.08,0.04,0.06,0.45,5,2,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,FALSE
576,16,2.5,0.08,0.04,0.06,0.45,5,2.5,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,26,0.02,0.02,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.5287982291839676e-15,1.513143353359306e-15,NA,NA,NA,0.018,0.022,0,0,0,NA,NA,NA,576,16,2.5,0.08,0.04,0.06,0.45,5,2.5,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,FALSE
576,16,2.5,0.08,0.04,0.06,0.45,5,3,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,27,0.02,0.02,FALSE,ok,FALSE,FALSE,FALSE,FALSE,2.5423002204247665e-113,2.2072087156046184e-178,NA,NA,NA,0.018,0.022,0,0,0,NA,NA,NA,576,16,2.5,0.08,0.04,0.06,0.45,5,3,0.02,0.6502532304803152,0.00633076200788132,0.6454245314775241,3.180870135050083,0.9999249744776864,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.012661524015761,0.1499999999999999,0.1454245314775241,10,1,67.42580162989911,FALSE
540,10,2.5,0.08,0.025,0.06,0.45,5,0.5,0.045,0.6503481919104335,0.00633076200788132,0.6163270091134071,2.807108041705541,0.9985100332988748,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.017409595521673,0.1499999999999999,0.1163270091134071,10,1,67.42886917510947,28,0.045,0.045,FALSE,ok,FALSE,FALSE,FALSE,FALSE,5.398089359831127e-27,1.2472269432624591e-38,NA,NA,NA,0.043,0.047,0,0,0,NA,NA,NA,540,10,2.5,0.08,0.025,0.06,0.45,5,0.5,0.045,0.6503481919104335,0.00633076200788132,0.6163270091134071,2.807108041705541,0.9985100332988748,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.017409595521673,0.1499999999999999,0.1163270091134071,10,1,67.42886917510947,FALSE
564,14,2.5,0.08,0.035,0.06,0.45,10,0.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,29,0.08249999999999999,0.08249999999999999,FALSE,ok,FALSE,FALSE,FALSE,FALSE,12.388469711120004,12.436192739767447,21.492307692307698,NA,NA,0.08049999999999999,0.08449999999999999,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,10,0.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,FALSE
564,14,2.5,0.08,0.035,0.06,0.45,10,1,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,30,0.08249999999999999,0.08249999999999999,FALSE,ok,FALSE,FALSE,FALSE,FALSE,33.29008576010909,3.443253515097054e-54,NA,NA,NA,0.08049999999999999,0.08449999999999999,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,10,1,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,FALSE
564,14,2.5,0.08,0.035,0.06,0.45,10,1.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,31,0.08249999999999999,0.08249999999999999,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.326177139147792e-17,1.026355126989122e-17,NA,NA,NA,0.08049999999999999,0.08449999999999999,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,10,1.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,FALSE
564,14,2.5,0.08,0.035,0.06,0.45,10,2,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,32,0.08249999999999999,0.08249999999999999,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.4987713095631946e-15,1.514194119856906e-15,NA,NA,NA,0.08049999999999999,0.08449999999999999,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,10,2,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,FALSE
564,14,2.5,0.08,0.035,0.06,0.45,10,2.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,33,0.08249999999999999,0.08249999999999999,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.413367982783771e-15,1.4562325004656848e-15,NA,NA,NA,0.08049999999999999,0.08449999999999999,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,10,2.5,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,FALSE
564,14,2.5,0.08,0.035,0.06,0.45,10,3,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,34,0.08249999999999999,0.08249999999999999,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.230423081933954e-15,1.2417207530750593e-15,NA,NA,NA,0.08049999999999999,0.08449999999999999,0,0,0,NA,NA,NA,564,14,2.5,0.08,0.035,0.06,0.45,10,3,0.08249999999999999,0.6502848842903546,0.00633076200788132,0.6394491625457588,3.099193340276756,0.9998558039930688,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.014244214517728,0.1499999999999999,0.1394491625457588,10,1,67.43129271119673,FALSE
540,10,2.5,0.08,0.025,0.06,0.45,15,0.5,0.1075,0.6503481919104335,0.00633076200788132,0.6188007754336792,2.8366646497335233,0.9988234167245328,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.017409595521673,0.1499999999999999,0.11880077543367916,10,1,67.4318376946938,35,0.1075,0.1075,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.7754203236975204e-31,4.884466932443975e-48,NA,NA,NA,0.1055,0.1095,0,0,0,NA,NA,NA,540,10,2.5,0.08,0.025,0.06,0.45,15,0.5,0.1075,0.6503481919104335,0.00633076200788132,0.6188007754336792,2.8366646497335233,0.9988234167245328,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.017409595521673,0.1499999999999999,0.11880077543367916,10,1,67.4318376946938,FALSE
552,12,2.5,0.08,0.03,0.06,0.45,5,0.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,36,0.0325,0.0325,FALSE,ok,FALSE,FALSE,FALSE,FALSE,11.890769988531003,11.82330670399933,29.72500000000001,NA,NA,0.0305,0.0345,0,0,0,NA,NA,NA,552,12,2.5,0.08,0.03,0.06,0.45,5,0.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,FALSE
552,12,2.5,0.08,0.03,0.06,0.45,5,1,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,37,0.0325,0.0325,FALSE,ok,FALSE,FALSE,FALSE,FALSE,7.618922232547483e-32,4.8067161272240647e-60,NA,NA,NA,0.0305,0.0345,0,0,0,NA,NA,NA,552,12,2.5,0.08,0.03,0.06,0.45,5,1,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,FALSE
552,12,2.5,0.08,0.03,0.06,0.45,5,1.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,38,0.0325,0.0325,FALSE,ok,FALSE,FALSE,FALSE,FALSE,2.412378536630283e-17,6.0535800392329614e-18,NA,NA,NA,0.0305,0.0345,0,0,0,NA,NA,NA,552,12,2.5,0.08,0.03,0.06,0.45,5,1.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,FALSE
552,12,2.5,0.08,0.03,0.06,0.45,5,2,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,39,0.0325,0.0325,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.7293849545791177e-15,1.4709167982086168e-15,NA,NA,NA,0.0305,0.0345,0,0,0,NA,NA,NA,552,12,2.5,0.08,0.03,0.06,0.45,5,2,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,FALSE
552,12,2.5,0.08,0.03,0.06,0.45,5,2.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,40,0.0325,0.0325,FALSE,ok,FALSE,FALSE,FALSE,FALSE,1.3024006156175964e-15,1.504713545715143e-15,NA,NA,NA,0.0305,0.0345,0,0,0,NA,NA,NA,552,12,2.5,0.08,0.03,0.06,0.45,5,2.5,0.0325,0.650316538100394,0.00633076200788132,0.6309948448313425,2.9881509559793127,0.9996495190788648,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,5.015826905019701,0.1499999999999999,0.1309948448313425,10,1,67.43380905395522,FALSE
