try_id,sigma,g_n,i,delta,kappa_min,kappa_max,kappa_star,r_star,d_star,omega_star,backbone_ok,reason
134,2.25,0.07,0.04,0.03,0.02,0.35,0.225,0.11648987472787026,-0.5300316876815436,0.7590990493695536,FALSE,d_star_negative|omega_outside_target_band
135,2.25,0.07,0.04,0.03,0.02,0.45,0.225,0.09689698589779962,0.09973973899929814,0.7779921921699788,FALSE,omega_outside_target_band
136,2.25,0.07,0.04,0.04,0.02,0.25,0.24750000000000003,0.25036198355056183,-4.5116351855537715,0.6171509444333867,FALSE,d_star_negative|omega_outside_target_band
137,2.25,0.07,0.04,0.04,0.02,0.35,0.24750000000000003,0.12657624799375145,-0.5328079712277242,0.7365157608631682,FALSE,d_star_negative|omega_outside_target_band
138,2.25,0.07,0.04,0.04,0.02,0.45,0.24750000000000003,0.10388034506148039,0.19670319445241652,0.7584010958335725,FALSE,omega_outside_target_band
139,2.25,0.07,0.04,0.05,0.02,0.25,0.27,NA,NA,NA,FALSE,kappa_star_out_of_bounds
140,2.25,0.07,0.04,0.05,0.02,0.35,0.27,0.13798114277294551,-0.5779653034161059,0.7126610408975168,FALSE,d_star_negative|omega_outside_target_band
141,2.25,0.07,0.04,0.05,0.02,0.45,0.27,0.11095013556573455,0.29088849967281843,0.7387266549901845,FALSE,omega_outside_target_band
142,2.25,0.07,0.04,0.06,0.02,0.25,0.2925,NA,NA,NA,FALSE,kappa_star_out_of_bounds
143,2.25,0.07,0.04,0.06,0.02,0.35,0.2925,0.1518617888766665,-0.7027003567499943,0.6864189892975003,FALSE,d_star_negative
144,2.25,0.07,0.04,0.06,0.02,0.45,0.2925,0.1182737718612537,0.3769144758882736,0.7188074342766482,FALSE,omega_outside_target_band
145,2.25,0.08,0.025,0.03,0.02,0.25,0.2475,0.2503619835505615,-3.9476807873595425,0.5353775566952252,FALSE,d_star_negative|omega_outside_target_band
146,2.25,0.08,0.025,0.03,0.02,0.35,0.2475,0.12657624799375142,-0.4662069748242584,0.7268586163846658,FALSE,d_star_negative|omega_outside_target_band
147,2.25,0.08,0.025,0.03,0.02,0.45,0.2475,0.10388034506148039,0.1721152951458641,0.7619663412330225,FALSE,omega_outside_target_band
148,2.25,0.08,0.025,0.04,0.02,0.25,0.27,NA,NA,NA,FALSE,kappa_star_out_of_bounds
149,2.25,0.08,0.025,0.04,0.02,0.35,0.27,0.13798114277294551,-0.5057196404890926,0.7021854197730998,FALSE,d_star_negative|omega_outside_target_band
150,2.25,0.08,0.025,0.04,0.02,0.45,0.27,0.11095013556573455,0.2545274372137161,0.7439990090467543,FALSE,omega_outside_target_band
151,2.25,0.08,0.025,0.05,0.02,0.25,0.2925,NA,NA,NA,FALSE,kappa_star_out_of_bounds
152,2.25,0.08,0.025,0.05,0.02,0.35,0.2925,0.1518617888766665,-0.614862812156245,0.6736825453314066,FALSE,d_star_negative
153,2.25,0.08,0.025,0.05,0.02,0.45,0.2925,0.1182737718612537,0.3298001664022394,0.7256390091521232,FALSE,omega_outside_target_band
154,2.25,0.08,0.025,0.06,0.02,0.25,0.31500000000000006,NA,NA,NA,FALSE,kappa_star_out_of_bounds
155,2.25,0.08,0.025,0.06,0.02,0.35,0.31500000000000006,0.17105424316168027,-0.8734005889222574,0.6369629676092757,FALSE,d_star_negative
156,2.25,0.08,0.025,0.06,0.02,0.45,0.31500000000000006,0.12605668593004637,0.3921557082174468,0.7065685639519595,FALSE,omega_outside_target_band
157,2.25,0.08,0.030000000000000002,0.03,0.02,0.25,0.2475,0.2503619835505615,-3.9476807873595425,0.5551159606320228,FALSE,d_star_negative|omega_outside_target_band
158,2.25,0.08,0.030000000000000002,0.03,0.02,0.35,0.2475,0.12657624799375142,-0.4662069748242584,0.7291896512587872,FALSE,d_star_negative|omega_outside_target_band
159,2.25,0.08,0.030000000000000002,0.03,0.02,0.45,0.2475,0.10388034506148039,0.1721152951458641,0.7611057647572932,FALSE,omega_outside_target_band
160,2.25,0.08,0.030000000000000002,0.04,0.02,0.25,0.27,NA,NA,NA,FALSE,kappa_star_out_of_bounds
161,2.25,0.08,0.030000000000000002,0.04,0.02,0.35,0.27,0.13798114277294551,-0.5057196404890926,0.7047140179755454,FALSE,d_star_negative|omega_outside_target_band
162,2.25,0.08,0.030000000000000002,0.04,0.02,0.45,0.27,0.11095013556573455,0.2545274372137161,0.7427263718606858,FALSE,omega_outside_target_band
163,2.25,0.08,0.030000000000000002,0.05,0.02,0.25,0.2925,NA,NA,NA,FALSE,kappa_star_out_of_bounds
164,2.25,0.08,0.030000000000000002,0.05,0.02,0.35,0.2925,0.1518617888766665,-0.614862812156245,0.6767568593921878,FALSE,d_star_negative
165,2.25,0.08,0.030000000000000002,0.05,0.02,0.45,0.2925,0.1182737718612537,0.3298001664022394,0.7239900083201121,FALSE,omega_outside_target_band
166,2.25,0.08,0.030000000000000002,0.06,0.02,0.25,0.31500000000000006,NA,NA,NA,FALSE,kappa_star_out_of_bounds
167,2.25,0.08,0.030000000000000002,0.06,0.02,0.35,0.31500000000000006,0.17105424316168027,-0.8734005889222574,0.6413299705538872,FALSE,d_star_negative
168,2.25,0.08,0.030000000000000002,0.06,0.02,0.45,0.31500000000000006,0.12605668593004637,0.3921557082174468,0.7046077854108723,FALSE,omega_outside_target_band
169,2.25,0.08,0.035,0.03,0.02,0.25,0.2475,0.2503619835505615,-3.9476807873595425,0.5748543645688207,FALSE,d_star_negative|omega_outside_target_band
170,2.25,0.08,0.035,0.03,0.02,0.35,0.2475,0.12657624799375142,-0.4662069748242584,0.7315206861329084,FALSE,d_star_negative|omega_outside_target_band
171,2.25,0.08,0.035,0.03,0.02,0.45,0.2475,0.10388034506148039,0.1721152951458641,0.760245188281564,FALSE,omega_outside_target_band
172,2.25,0.08,0.035,0.04,0.02,0.25,0.27,NA,NA,NA,FALSE,kappa_star_out_of_bounds
173,2.25,0.08,0.035,0.04,0.02,0.35,0.27,0.13798114277294551,-0.5057196404890926,0.7072426161779909,FALSE,d_star_negative|omega_outside_target_band
174,2.25,0.08,0.035,0.04,0.02,0.45,0.27,0.11095013556573455,0.2545274372137161,0.7414537346746173,FALSE,omega_outside_target_band
175,2.25,0.08,0.035,0.05,0.02,0.25,0.2925,NA,NA,NA,FALSE,kappa_star_out_of_bounds
176,2.25,0.08,0.035,0.05,0.02,0.35,0.2925,0.1518617888766665,-0.614862812156245,0.679831173452969,FALSE,d_star_negative
177,2.25,0.08,0.035,0.05,0.02,0.45,0.2925,0.1182737718612537,0.3298001664022394,0.7223410074881007,FALSE,omega_outside_target_band
178,2.25,0.08,0.035,0.06,0.02,0.25,0.31500000000000006,NA,NA,NA,FALSE,kappa_star_out_of_bounds
179,2.25,0.08,0.035,0.06,0.02,0.35,0.31500000000000006,0.17105424316168027,-0.8734005889222574,0.6456969734984984,FALSE,d_star_negative
180,2.25,0.08,0.035,0.06,0.02,0.45,0.31500000000000006,0.12605668593004637,0.3921557082174468,0.7026470068697851,FALSE,omega_outside_target_band
181,2.25,0.08,0.04,0.03,0.02,0.25,0.2475,0.2503619835505615,-3.9476807873595425,0.5945927685056183,FALSE,d_star_negative|omega_outside_target_band
182,2.25,0.08,0.04,0.03,0.02,0.35,0.2475,0.12657624799375142,-0.4662069748242584,0.7338517210070297,FALSE,d_star_negative|omega_outside_target_band
183,2.25,0.08,0.04,0.03,0.02,0.45,0.2475,0.10388034506148039,0.1721152951458641,0.7593846118058346,FALSE,omega_outside_target_band
184,2.25,0.08,0.04,0.04,0.02,0.25,0.27,NA,NA,NA,FALSE,kappa_star_out_of_bounds
185,2.25,0.08,0.04,0.04,0.02,0.35,0.27,0.13798114277294551,-0.5057196404890926,0.7097712143804363,FALSE,d_star_negative|omega_outside_target_band
186,2.25,0.08,0.04,0.04,0.02,0.45,0.27,0.11095013556573455,0.2545274372137161,0.7401810974885485,FALSE,omega_outside_target_band
187,2.25,0.08,0.04,0.05,0.02,0.25,0.2925,NA,NA,NA,FALSE,kappa_star_out_of_bounds
188,2.25,0.08,0.04,0.05,0.02,0.35,0.2925,0.1518617888766665,-0.614862812156245,0.6829054875137504,FALSE,d_star_negative
189,2.25,0.08,0.04,0.05,0.02,0.45,0.2925,0.1182737718612537,0.3298001664022394,0.7206920066560896,FALSE,omega_outside_target_band
190,2.25,0.08,0.04,0.06,0.02,0.25,0.31500000000000006,NA,NA,NA,FALSE,kappa_star_out_of_bounds
191,2.25,0.08,0.04,0.06,0.02,0.35,0.31500000000000006,0.17105424316168027,-0.8734005889222574,0.6500639764431096,FALSE,d_star_negative
192,2.25,0.08,0.04,0.06,0.02,0.45,0.31500000000000006,0.12605668593004637,0.3921557082174468,0.7006862283286979,FALSE,omega_outside_target_band
193,2.35,0.05,0.025,0.03,0.02,0.25,0.188,0.13322765314527224,-2.501699697827795,0.7494575075543053,FALSE,d_star_negative|omega_outside_target_band
194,2.35,0.05,0.025,0.03,0.02,0.35,0.188,0.10121225480569584,-0.9969759758677049,0.7870756006033073,FALSE,d_star_negative|omega_outside_target_band
195,2.35,0.05,0.025,0.03,0.02,0.45,0.188,0.08518731585473875,-0.24380384517272147,0.8059049038706819,FALSE,d_star_negative|omega_outside_target_band
196,2.35,0.05,0.025,0.04,0.02,0.25,0.2115,0.15347431891089874,-2.983292988812241,0.7139176752796941,FALSE,d_star_negative|omega_outside_target_band
197,2.35,0.05,0.025,0.04,0.02,0.35,0.2115,0.11080058276644361,-0.9776273900228499,0.7640593152494286,FALSE,d_star_negative|omega_outside_target_band
198,2.35,0.05,0.025,0.04,0.02,0.45,0.2115,0.09268394994307684,-0.12614564732461198,0.7853463588168846,FALSE,d_star_negative|omega_outside_target_band
199,2.35,0.05,0.025,0.05,0.02,0.25,0.23500000000000001,0.1887529275675151,-4.17138759567321,0.6607153101081696,FALSE,d_star_negative
200,2.35,0.05,0.025,0.05,0.02,0.35,0.23500000000000001,0.12085686332548046,-0.9802725762975811,0.7404931855925605,FALSE,d_star_negative|omega_outside_target_band
201,2.35,0.05,0.025,0.05,0.02,0.45,0.23500000000000001,0.10000000000000002,-5.551115123125783e-16,0.7649999999999999,FALSE,d_star_negative|omega_outside_target_band
202,2.35,0.05,0.025,0.06,0.02,0.25,0.2585,NA,NA,NA,FALSE,kappa_star_out_of_bounds
203,2.35,0.05,0.025,0.06,0.02,0.35,0.2585,0.13193434460156406,-1.0309141962735113,0.7157271450931622,FALSE,d_star_negative|omega_outside_target_band
204,2.35,0.05,0.025,0.06,0.02,0.45,0.2585,0.10731605005692318,0.1261456473246103,0.7446536411831153,FALSE,omega_outside_target_band
205,2.35,0.05,0.030000000000000002,0.03,0.02,0.25,0.188,0.13322765314527224,-2.501699697827795,0.7619660060434441,FALSE,d_star_negative|omega_outside_target_band
206,2.35,0.05,0.030000000000000002,0.03,0.02,0.35,0.188,0.10121225480569584,-0.9969759758677049,0.7920604804826459,FALSE,d_star_negative|omega_outside_target_band
207,2.35,0.05,0.030000000000000002,0.03,0.02,0.45,0.188,0.08518731585473875,-0.24380384517272147,0.8071239230965456,FALSE,d_star_negative|omega_outside_target_band
208,2.35,0.05,0.030000000000000002,0.04,0.02,0.25,0.2115,0.15347431891089874,-2.983292988812241,0.7288341402237553,FALSE,d_star_negative|omega_outside_target_band
209,2.35,0.05,0.030000000000000002,0.04,0.02,0.35,0.2115,0.11080058276644361,-0.9776273900228499,0.768947452199543,FALSE,d_star_negative|omega_outside_target_band
210,2.35,0.05,0.030000000000000002,0.04,0.02,0.45,0.2115,0.09268394994307684,-0.12614564732461198,0.7859770870535078,FALSE,d_star_negative|omega_outside_target_band
211,2.35,0.05,0.030000000000000002,0.05,0.02,0.25,0.23500000000000001,0.1887529275675151,-4.17138759567321,0.6815722480865357,FALSE,d_star_negative
212,2.35,0.05,0.030000000000000002,0.05,0.02,0.35,0.23500000000000001,0.12085686332548046,-0.9802725762975811,0.7453945484740483,FALSE,d_star_negative|omega_outside_target_band
213,2.35,0.05,0.030000000000000002,0.05,0.02,0.45,0.23500000000000001,0.10000000000000002,-5.551115123125783e-16,0.7649999999999999,FALSE,d_star_negative|omega_outside_target_band
214,2.35,0.05,0.030000000000000002,0.06,0.02,0.25,0.2585,NA,NA,NA,FALSE,kappa_star_out_of_bounds
215,2.35,0.05,0.030000000000000002,0.06,0.02,0.35,0.2585,0.13193434460156406,-1.0309141962735113,0.7208817160745298,FALSE,d_star_negative|omega_outside_target_band
216,2.35,0.05,0.030000000000000002,0.06,0.02,0.45,0.2585,0.10731605005692318,0.1261456473246103,0.7440229129464921,FALSE,omega_outside_target_band
217,2.35,0.05,0.035,0.03,0.02,0.25,0.188,0.13322765314527224,-2.501699697827795,0.7744745045325832,FALSE,d_star_negative|omega_outside_target_band
218,2.35,0.05,0.035,0.03,0.02,0.35,0.188,0.10121225480569584,-0.9969759758677049,0.7970453603619845,FALSE,d_star_negative|omega_outside_target_band
219,2.35,0.05,0.035,0.03,0.02,0.45,0.188,0.08518731585473875,-0.24380384517272147,0.8083429423224092,FALSE,d_star_negative|omega_outside_target_band
220,2.35,0.05,0.035,0.04,0.02,0.25,0.2115,0.15347431891089874,-2.983292988812241,0.7437506051678164,FALSE,d_star_negative|omega_outside_target_band
221,2.35,0.05,0.035,0.04,0.02,0.35,0.2115,0.11080058276644361,-0.9776273900228499,0.7738355891496571,FALSE,d_star_negative|omega_outside_target_band
222,2.35,0.05,0.035,0.04,0.02,0.45,0.2115,0.09268394994307684,-0.12614564732461198,0.7866078152901309,FALSE,d_star_negative|omega_outside_target_band
223,2.35,0.05,0.035,0.05,0.02,0.25,0.23500000000000001,0.1887529275675151,-4.17138759567321,0.7024291860649018,FALSE,d_star_negative|omega_outside_target_band
224,2.35,0.05,0.035,0.05,0.02,0.35,0.23500000000000001,0.12085686332548046,-0.9802725762975811,0.7502959113555363,FALSE,d_star_negative|omega_outside_target_band
225,2.35,0.05,0.035,0.05,0.02,0.45,0.23500000000000001,0.10000000000000002,-5.551115123125783e-16,0.7649999999999999,FALSE,d_star_negative|omega_outside_target_band
226,2.35,0.05,0.035,0.06,0.02,0.25,0.2585,NA,NA,NA,FALSE,kappa_star_out_of_bounds
227,2.35,0.05,0.035,0.06,0.02,0.35,0.2585,0.13193434460156406,-1.0309141962735113,0.7260362870558974,FALSE,d_star_negative|omega_outside_target_band
228,2.35,0.05,0.035,0.06,0.02,0.45,0.2585,0.10731605005692318,0.1261456473246103,0.7433921847098691,FALSE,omega_outside_target_band
229,2.35,0.05,0.04,0.03,0.02,0.25,0.188,0.13322765314527224,-2.501699697827795,0.7869830030217222,FALSE,d_star_negative|omega_outside_target_band
230,2.35,0.05,0.04,0.03,0.02,0.35,0.188,0.10121225480569584,-0.9969759758677049,0.8020302402413229,FALSE,d_star_negative|omega_outside_target_band
231,2.35,0.05,0.04,0.03,0.02,0.45,0.188,0.08518731585473875,-0.24380384517272147,0.8095619615482726,FALSE,d_star_negative|omega_outside_target_band
232,2.35,0.05,0.04,0.04,0.02,0.25,0.2115,0.15347431891089874,-2.983292988812241,0.7586670701118776,FALSE,d_star_negative|omega_outside_target_band
233,2.35,0.05,0.04,0.04,0.02,0.35,0.2115,0.11080058276644361,-0.9776273900228499,0.7787237260997715,FALSE,d_star_negative|omega_outside_target_band
234,2.35,0.05,0.04,0.04,0.02,0.45,0.2115,0.09268394994307684,-0.12614564732461198,0.7872385435267538,FALSE,d_star_negative|omega_outside_target_band
235,2.35,0.05,0.04,0.05,0.02,0.25,0.23500000000000001,0.1887529275675151,-4.17138759567321,0.7232861240432679,FALSE,d_star_negative|omega_outside_target_band
236,2.35,0.05,0.04,0.05,0.02,0.35,0.23500000000000001,0.12085686332548046,-0.9802725762975811,0.7551972742370241,FALSE,d_star_negative|omega_outside_target_band
237,2.35,0.05,0.04,0.05,0.02,0.45,0.23500000000000001,0.10000000000000002,-5.551115123125783e-16,0.7649999999999999,FALSE,d_star_negative|omega_outside_target_band
238,2.35,0.05,0.04,0.06,0.02,0.25,0.2585,NA,NA,NA,FALSE,kappa_star_out_of_bounds
239,2.35,0.05,0.04,0.06,0.02,0.35,0.2585,0.13193434460156406,-1.0309141962735113,0.731190858037265,FALSE,d_star_negative|omega_outside_target_band
240,2.35,0.05,0.04,0.06,0.02,0.45,0.2585,0.10731605005692318,0.1261456473246103,0.7427614564732461,FALSE,omega_outside_target_band
241,2.35,0.060000000000000005,0.025,0.03,0.02,0.25,0.2115,0.15347431891089874,-2.4860774906768675,0.7014872878263096,FALSE,d_star_negative|omega_outside_target_band
242,2.35,0.060000000000000005,0.025,0.03,0.02,0.35,0.2115,0.11080058276644361,-0.8146894916857083,0.7599858677910001,FALSE,d_star_negative|omega_outside_target_band
243,2.35,0.060000000000000005,0.025,0.03,0.02,0.45,0.2115,0.09268394994307684,-0.10512137277050997,0.7848207519530322,FALSE,d_star_negative|omega_outside_target_band
244,2.35,0.060000000000000005,0.025,0.04,0.02,0.25,0.23500000000000001,0.1887529275675151,-3.4761563297276745,0.6433345284595314,FALSE,d_star_negative
245,2.35,0.060000000000000005,0.025,0.04,0.02,0.35,0.23500000000000001,0.12085686332548046,-0.8168938135813175,0.7364087165246538,FALSE,d_star_negative|omega_outside_target_band
246,2.35,0.060000000000000005,0.025,0.04,0.02,0.45,0.23500000000000001,0.10000000000000002,-4.625929269271485e-16,0.7649999999999999,FALSE,d_star_negative|omega_outside_target_band
247,2.35,0.060000000000000005,0.025,0.05,0.02,0.25,0.25850000000000006,NA,NA,NA,FALSE,kappa_star_out_of_bounds
248,2.35,0.060000000000000005,0.025,0.05,0.02,0.35,0.25850000000000006,0.13193434460156406,-0.8590951635612585,0.711431669275356,FALSE,d_star_negative|omega_outside_target_band
249,2.35,0.060000000000000005,0.025,0.05,0.02,0.45,0.25850000000000006,0.1073160500569232,0.10512137277050858,0.7451792480469677,FALSE,omega_outside_target_band
250,2.35,0.060000000000000005,0.025,0.06,0.02,0.25,0.282,NA,NA,NA,FALSE,kappa_star_out_of_bounds
251,2.35,0.060000000000000005,0.025,0.06,0.02,0.35,0.282,0.14496122661949967,-0.9776480425970706,0.6837823185091026,FALSE,d_star_negative
252,2.35,0.060000000000000005,0.025,0.06,0.02,0.45,0.282,0.11481268414526126,0.2031698709772665,0.7251109454842044,FALSE,omega_outside_target_band
253,2.35,0.060000000000000005,0.030000000000000002,0.03,0.02,0.25,0.2115,0.15347431891089874,-2.4860774906768675,0.7139176752796941,FALSE,d_star_negative|omega_outside_target_band
254,2.35,0.060000000000000005,0.030000000000000002,0.03,0.02,0.35,0.2115,0.11080058276644361,-0.8146894916857083,0.7640593152494286,FALSE,d_star_negative|omega_outside_target_band
255,2.35,0.060000000000000005,0.030000000000000002,0.03,0.02,0.45,0.2115,0.09268394994307684,-0.10512137277050997,0.7853463588168846,FALSE,d_star_negative|omega_outside_target_band
256,2.35,0.060000000000000005,0.030000000000000002,0.04,0.02,0.25,0.23500000000000001,0.1887529275675151,-3.4761563297276745,0.6607153101081696,FALSE,d_star_negative
257,2.35,0.060000000000000005,0.030000000000000002,0.04,0.02,0.35,0.23500000000000001,0.12085686332548046,-0.8168938135813175,0.7404931855925605,FALSE,d_star_negative|omega_outside_target_band
258,2.35,0.060000000000000005,0.030000000000000002,0.04,0.02,0.45,0.23500000000000001,0.10000000000000002,-4.625929269271485e-16,0.7649999999999999,FALSE,d_star_negative|omega_outside_target_band
259,2.35,0.060000000000000005,0.030000000000000002,0.05,0.02,0.25,0.25850000000000006,NA,NA,NA,FALSE,kappa_star_out_of_bounds
260,2.35,0.060000000000000005,0.030000000000000002,0.05,0.02,0.35,0.25850000000000006,0.13193434460156406,-0.8590951635612585,0.7157271450931622,FALSE,d_star_negative|omega_outside_target_band
261,2.35,0.060000000000000005,0.030000000000000002,0.05,0.02,0.45,0.25850000000000006,0.1073160500569232,0.10512137277050858,0.7446536411831153,FALSE,omega_outside_target_band
262,2.35,0.060000000000000005,0.030000000000000002,0.06,0.02,0.25,0.282,NA,NA,NA,FALSE,kappa_star_out_of_bounds
263,2.35,0.060000000000000005,0.030000000000000002,0.06,0.02,0.35,0.282,0.14496122661949967,-0.9776480425970706,0.6886705587220879,FALSE,d_star_negative
264,2.35,0.060000000000000005,0.030000000000000002,0.06,0.02,0.45,0.282,0.11481268414526126,0.2031698709772665,0.724095096129318,FALSE,omega_outside_target_band
265,2.35,0.060000000000000005,0.035,0.03,0.02,0.25,0.2115,0.15347431891089874,-2.4860774906768675,0.7263480627330783,FALSE,d_star_negative|omega_outside_target_band
266,2.35,0.060000000000000005,0.035,0.03,0.02,0.35,0.2115,0.11080058276644361,-0.8146894916857083,0.7681327627078574,FALSE,d_star_negative|omega_outside_target_band
267,2.35,0.060000000000000005,0.035,0.03,0.02,0.45,0.2115,0.09268394994307684,-0.10512137277050997,0.78587196568073725,FALSE,d_star_negative|omega_outside_target_band
268,2.35,0.060000000000000005,0.035,0.04,0.02,0.25,0.23500000000000001,0.1887529275675151,-3.4761563297276745,0.6780960917568081,FALSE,d_star_negative
269,2.35,0.060000000000000005,0.035,0.04,0.02,0.35,0.23500000000000001,0.12085686332548046,-0.8168938135813175,0.744577654660467,FALSE,d_star_negative|omega_outside_target_band
270,2.35,0.060000000000000005,0.035,0.04,0.02,0.45,0.23500000000000001,0.10000000000000002,-4.625929269271485e-16,0.7649999999999999,FALSE,d_star_negative|omega_outside_target_band
271,2.35,0.060000000000000005,0.035,0.05,0.02,0.25,0.25850000000000006,NA,NA,NA,FALSE,kappa_star_out_of_bounds
272,2.35,0.060000000000000005,0.035,0.05,0.02,0.35,0.25850000000000006,0.13193434460156406,-0.8590951635612585,0.7200226209109686,FALSE,d_star_negative|omega_outside_target_band
