sigma,psi,rF,rF_tilde,rF_eff,phi2,phi1,feasible,reason,r_star,d_star,omega_star,e_star,f_star,Z_star,maxReEig,maxImEig,a1,a2,a3,H,stable,oscillatory,rh_ok,period,econ_ok,regime,score,absH
2,0.16,0.045,-0.0072,0.0378,0.5,0.5529467579321676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1427421386000385,0.9995399049124752,-0.00177376289219165,0.6070029939242925,0.0333458800189141,0.3685614912978313,0.01097937587806088,0.00131063139034865,TRUE,TRUE,TRUE,10.351160323870245,TRUE,stable_oscillatory,0,0.00131063139034865
2,0.3,0.054,-0.0162,0.0378,0.5,0.5529467579321676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1427421386000385,0.9995399049124752,-0.00177376289219165,0.6070029939242925,0.0333458800189141,0.3685614912978313,0.01097937587806088,0.00131063139034865,TRUE,TRUE,TRUE,10.351160323870245,TRUE,stable_oscillatory,0,0.00131063139034865
2,0.4,0.063,-0.0252,0.0378,0.5,0.5529467579321676,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1427421386000385,0.9995399049124752,-0.00177376289219165,0.6070029939242925,0.0333458800189141,0.3685614912978313,0.01097937587806088,0.00131063139034865,TRUE,TRUE,TRUE,10.351160323870245,TRUE,stable_oscillatory,0,0.00131063139034865
2,0.3,0.05699999999999999,-0.01709999999999999,0.0399,0.75,0.8189263928890049,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2428793681142911,0.9997210790875528,-0.00127773790346423,0.7378236540090038,0.03242530605515902,0.5444617086579047,0.01626069880148559,0.00139363873706178,TRUE,TRUE,TRUE,8.515836098557653,TRUE,stable_oscillatory,0,0.00139363873706178
2,0.24,0.051,-0.01224,0.03876,0.6,0.6593396287405522,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,-0.00159184799892013,0.6624353795536932,0.03301786668452697,0.43891814899431086,0.01309192523764049,0.001400215691273,TRUE,TRUE,TRUE,9.484978461465625,TRUE,stable_oscillatory,0,0.001400215691273
2,0.32,0.05699999999999999,-0.01824,0.03875999999999999,0.6,0.6593396287405522,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,-0.00159184799892013,0.6624353795536932,0.03301786668452697,0.43891814899431086,0.01309192523764049,0.001400215691273,TRUE,TRUE,TRUE,9.484978461465625,TRUE,stable_oscillatory,0,0.001400215691273
2,0.1,0.045,-0.0045,0.0405,0.75,0.8189575657332389,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2730693030654825,0.999760149052326,0.00130615543696534,0.7377264364698629,0.027266525636346,0.5441639482990318,0.0162613177731481,-0.00142385752647729,FALSE,TRUE,TRUE,8.516958314853968,TRUE,unstable_oscillatory,0.5,0.00142385752647729
2,0.1,0.045,-0.0045,0.0405,0.8500000000000001,0.92531502839838,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2730693030654825,0.999760149052326,-0.00116844919605491,0.7840728844652887,0.03222305850057069,0.6148414943467458,0.0183731640644698,0.00143890937644368,TRUE,TRUE,TRUE,8.013521997338943,TRUE,stable_oscillatory,0,0.00143890937644368
2,0.24,0.051,-0.01224,0.03876,0.5,0.552995789907907,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,0.00197780714571833,0.6068164671032498,0.02586364376288262,0.3681121829854552,0.01098034946273962,-0.00145962709722674,FALSE,TRUE,TRUE,10.354342124520004,TRUE,unstable_oscillatory,0.5,0.00145962709722674
2,0.32,0.05699999999999999,-0.01824,0.03875999999999999,0.5,0.552995789907907,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1874768462432437,0.999632085026865,0.00197780714571833,0.6068164671032498,0.02586364376288262,0.3681121829854552,0.01098034946273962,-0.00145962709722674,FALSE,TRUE,TRUE,10.354342124520004,TRUE,unstable_oscillatory,0.5,0.00145962709722674
2,0.3,0.05699999999999999,-0.01709999999999999,0.0399,0.65,0.7125730866030949,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2428793681142911,0.9997210790875528,0.00153972172196389,0.6883560443804702,0.02678093580175927,0.47374446122900743,0.01414893503971888,-0.00146161503710579,FALSE,TRUE,TRUE,9.127813082304725,TRUE,unstable_oscillatory,0.5,0.00146161503710579
2,0.26,0.051,-0.01326,0.03774,0.5,0.5529433844912239,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.140002845933458,0.9995335628435008,-0.00202648523786247,0.607014996813497,0.03384988683608512,0.368592079021185,0.01097930889462062,0.00149749126892383,TRUE,TRUE,TRUE,10.350955643868664,TRUE,stable_oscillatory,0,0.00149749126892383
2,0.24,0.054,-0.01296,0.04104,0.8500000000000001,0.9253431658851587,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3008667314829934,0.9997912658024106,0.00121926059922408,0.7839902890549278,0.02745483948235642,0.6145693643351252,0.01837372276571757,-0.00150081951712289,FALSE,TRUE,TRUE,8.014366242665762,TRUE,unstable_oscillatory,0.5,0.00150081951712289
2,0.28,0.05699999999999999,-0.01596,0.04103999999999999,0.8500000000000001,0.9253431658851587,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3008667314829927,0.9997912658024106,0.00121926059922405,0.7839902890549276,0.0274548394823564,0.6145693643351252,0.01837372276571757,-0.0015008195171229,FALSE,TRUE,TRUE,8.014366242665764,TRUE,unstable_oscillatory,0.5,0.0015008195171229
2,0.14,0.048,-0.00672,0.04128,0.9,0.9785357038770852,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.313415188326076,0.9998039573827334,0.00116989235244113,0.8061278926866504,0.02755959664215902,0.6497735899003753,0.01942992005803092,-0.00152242201164892,FALSE,TRUE,TRUE,7.7942785061550035,TRUE,unstable_oscillatory,0.5,0.00152242201164892
2,0.2,0.051,-0.0102,0.0408,0.8,0.8721513922734002,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2884381634386253,0.9997778859212452,0.00134387364996005,0.7612066882383854,0.02719907016778754,0.5793571000022857,0.01731754065102677,-0.0015595662358587,FALSE,TRUE,TRUE,8.254243432516839,TRUE,unstable_oscillatory,0.5,0.0015595662358587
2,0.32,0.06,-0.0192,0.0408,0.8,0.8721513922734002,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2884381634386253,0.9997778859212452,0.00134387364996005,0.7612066882383854,0.02719907016778754,0.5793571000022857,0.01731754065102677,-0.0015595662358587,FALSE,TRUE,TRUE,8.254243432516839,TRUE,unstable_oscillatory,0.5,0.0015595662358587
2,0.12,0.045,-0.00539999999999999,0.03959999999999999,0.6,0.6593827389344188,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.228053946133442,0.9996996243305892,0.00183316309021784,0.662285034619191,0.02618328655428374,0.43851538915081234,0.01309278123872169,-0.00161100714612272,FALSE,TRUE,TRUE,9.487131640823458,TRUE,unstable_oscillatory,0.5,0.00161100714612272
2,0.34,0.06,-0.0204,0.03959999999999999,0.6,0.6593827389344188,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.228053946133442,0.9996996243305892,0.00183316309021784,0.662285034619191,0.02618328655428374,0.43851538915081234,0.01309278123872169,-0.00161100714612272,FALSE,TRUE,TRUE,9.487131640823458,TRUE,unstable_oscillatory,0.5,0.00161100714612272
2,0.4,0.066,-0.0264,0.03959999999999999,0.6,0.6593827389344188,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.228053946133442,0.9996996243305892,0.00183316309021784,0.662285034619191,0.02618328655428374,0.43851538915081234,0.01309278123872169,-0.00161100714612272,FALSE,TRUE,TRUE,9.487131640823458,TRUE,unstable_oscillatory,0.5,0.00161100714612272
2,0.14,0.045,-0.0063,0.0387,0.6,0.659336263715151,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1846303190112706,0.9996268131537364,-0.0018542955832789,0.6624463866756704,0.03354155668350577,0.4389492919041499,0.01309185842130024,0.00163118413428752,TRUE,TRUE,TRUE,9.484820860311816,TRUE,stable_oscillatory,0,0.00163118413428752
2,0.02,0.039,-7.8e-4,0.03822,0.55,0.6061386015459277,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1621023771819372,0.9995823371875852,-0.00205403703912684,0.6353396290323905,0.03392410639784905,0.4037831497566621,0.01203555938271965,0.00166242315128396,TRUE,TRUE,TRUE,9.889490628419876,TRUE,stable_oscillatory,0,0.00166242315128396
2,0.26,0.054,-0.01404,0.03995999999999999,0.65,0.7125759444581534,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.2458658609556588,0.999725211985637,0.00177407692563978,0.6883459337303811,0.02631317341303259,0.4737173192487511,0.01414899178562514,-0.00168398581547583,FALSE,TRUE,TRUE,9.12794715460708,TRUE,unstable_oscillatory,0.5,0.00168398581547583
2,0.06,0.04199999999999999,-0.00251999999999999,0.03947999999999999,0.7,0.7657270903125611,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,-0.00170720826778264,0.7135910615022564,0.03327285291107817,0.5093170667548731,0.01520436719078625,0.00174206465645042,TRUE,TRUE,TRUE,8.805022436733141,TRUE,stable_oscillatory,0,0.00174206465645042
2,0.28,0.054,-0.01512,0.03888,0.5,0.5530012995670605,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1931904367523434,0.9996424431860736,0.00240933966279481,0.6067940254176819,0.02500292820407632,0.36806109343654625,0.01098045886317997,-0.00177785376927217,FALSE,TRUE,TRUE,10.35472506977076,TRUE,unstable_oscillatory,0.5,0.00177785376927217
2,0.08,0.04199999999999999,-0.00335999999999999,0.03863999999999999,0.6,0.6593328587304774,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1817906152532107,0.999621478677748,-0.00211918810021791,0.6624574212933685,0.03407012226365106,0.4389807641473954,0.01309179081152397,0.00186433749436875,TRUE,TRUE,TRUE,9.484662870728238,TRUE,stable_oscillatory,0,0.00186433749436875
2,0.34,0.05699999999999999,-0.01938,0.03761999999999999,0.5,0.5529365226168621,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1345439441184206,0.9995206625197006,-0.00253857240032356,0.6070390970495254,0.03487113653188605,0.3686541781067435,0.01097917264443602,0.00187621753337447,TRUE,TRUE,TRUE,10.350544697563311,TRUE,stable_oscillatory,0,0.00187621753337447
2,0.16,0.048,-0.00768,0.04032,0.7,0.7657704908950178,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,0.00184519516274929,0.7134508250522444,0.02618144937385256,0.5089052457646855,0.01520522895785746,-0.00188135202978135,FALSE,TRUE,TRUE,8.806753158803177,TRUE,unstable_oscillatory,0.5,0.00188135202978135
2,0.36,0.063,-0.02268,0.04032,0.7,0.7657704908950178,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,0.00184519516274929,0.7134508250522444,0.02618144937385256,0.5089052457646855,0.01520522895785746,-0.00188135202978135,FALSE,TRUE,TRUE,8.806753158803177,TRUE,unstable_oscillatory,0.5,0.00188135202978135
2,0.04,0.04199999999999999,-0.00167999999999999,0.04031999999999999,0.7,0.7657704908950178,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869972,0.9997489449161668,0.00184519516274929,0.7134508250522444,0.02618144937385255,0.5089052457646855,0.01520522895785746,-0.00188135202978136,FALSE,TRUE,TRUE,8.806753158803177,TRUE,unstable_oscillatory,0.5,0.00188135202978136
2,0.38,0.063,-0.02394,0.03906,0.65,0.7125291394313253,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2018124097528708,0.9996575247160704,-0.00199537416348963,0.6885017161181649,0.03383655113756147,0.4741577017033439,0.01414806241950597,0.00189579890144783,TRUE,TRUE,TRUE,9.12588183890776,TRUE,stable_oscillatory,0,0.00189579890144783
2,0.22,0.051,-0.01122,0.03978,0.75,0.8189196729424486,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2369278422363754,0.9997126567545356,-0.00182658760129489,0.7378434499255828,0.03352106412858922,0.5445254056515293,0.01626056536943619,0.00199250567305477,TRUE,TRUE,TRUE,8.515607623559298,TRUE,stable_oscillatory,0,0.00199250567305477
2,0.18,0.048,-0.00864,0.03936,0.55,0.6061966115597159,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.2163210363262444,0.999681481574787,0.00247894064529386,0.6351280192686264,0.02488073508740359,0.4032458096889344,0.01203671123637814,-0.00200365907040219,FALSE,TRUE,TRUE,9.892785574812002,TRUE,unstable_oscillatory,0.5,0.00200365907040219
2,0,0.039,-0,0.039,0.5,0.5530066795590707,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.1989315184218885,0.999652557571053,0.00283285064923102,0.606771807101914,0.02415820051534729,0.368011077617292,0.01098056568893426,-0.00209008028398669,FALSE,TRUE,TRUE,10.355104231341215,TRUE,unstable_oscillatory,0.5,0.00209008028398669
2,0.02,0.04199999999999999,-8.399999999999999e-4,0.04115999999999999,0.8500000000000001,0.925348980293094,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.3071259017852337,0.9997976958535392,0.0017195296546989,0.78397230238269,0.02645578940436439,0.6145127175276767,0.01837383821728559,-0.00211641917606971,FALSE,TRUE,TRUE,8.014550116226552,TRUE,unstable_oscillatory,0.5,0.00211641917606971
2,0.38,0.066,-0.02508,0.04092,0.8,0.8721571605854002,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2946375332077908,0.999784663687845,0.00183532888481774,0.7611882409933199,0.02621772539383803,0.5793011966327393,0.01731765518730848,-0.00212969549366955,FALSE,TRUE,TRUE,8.254443472458643,TRUE,unstable_oscillatory,0.5,0.00212969549366955
2,0,0.039,-0,0.039,0.65,0.7125257047033878,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1989315184218885,0.999652557571053,-0.00226661909654851,0.6885123560899363,0.0343779019235532,0.4741896950201267,0.01414799421914396,0.00215365260941755,TRUE,TRUE,TRUE,9.12574081148204,TRUE,stable_oscillatory,0,0.00215365260941755
2,0.08,0.045,-0.0036,0.0414,0.9,0.97854154095314,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.319734736010958,0.9998100538843904,0.00167706032954695,0.8061103525485064,0.02654667378105251,0.6497164221448716,0.01943003595969978,-0.00218222605082727,FALSE,TRUE,TRUE,7.794448101696481,TRUE,unstable_oscillatory,0.5,0.00218222605082727
2,0.4,0.069,-0.0276,0.0414,0.9,0.97854154095314,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.319734736010958,0.9998100538843904,0.00167706032954695,0.8061103525485064,0.02654667378105251,0.6497164221448716,0.01943003595969978,-0.00218222605082727,FALSE,TRUE,TRUE,7.794448101696481,TRUE,unstable_oscillatory,0.5,0.00218222605082727
2,0.22,0.051,-0.01122,0.03978,0.6,0.659391057502895,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2369278422363754,0.9997126567545356,0.0025086178942153,0.6622539387903297,0.02483535713380356,0.4384367951094587,0.013092946413196,-0.00220421202605234,FALSE,TRUE,TRUE,9.48757710472274,TRUE,unstable_oscillatory,0.5,0.00220421202605234
2,0.38,0.063,-0.02394,0.03906,0.5,0.5530093216574843,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2018124097528708,0.9996575247160704,0.00304162586656747,0.6067607840347145,0.02374177683381519,0.367986467373613,0.0109806181507512,-0.00224396556450287,FALSE,TRUE,TRUE,10.355292353271317,TRUE,unstable_oscillatory,0.5,0.00224396556450287
2,0.18,0.048,-0.00864,0.03936,0.7,0.7657202522365435,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2163210363262444,0.999681481574787,-0.00225605138250552,0.7136115843504236,0.03436842761451522,0.5093812978928682,0.01520423141314436,0.00230240285167449,TRUE,TRUE,TRUE,8.804769211950163,TRUE,stable_oscillatory,0,0.00230240285167449
2,0.06,0.04199999999999999,-0.00251999999999999,0.03947999999999999,0.55,0.6062019843337297,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2221734117651066,0.9996906641340106,0.00291039107778563,0.6351067376857381,0.0240199263918459,0.40319534236622384,0.01203681791881105,-0.00235209547363924,FALSE,TRUE,TRUE,9.893117068911677,TRUE,unstable_oscillatory,0.5,0.00235209547363924
2,0.04,0.039,-0.00156,0.03744,0.5,0.5529259375121393,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1264045646489471,0.9995007625228216,-0.00332346497073687,0.6070754591027203,0.03643641050195283,0.3687496670544685,0.01097896246535132,0.00245695177590371,TRUE,TRUE,TRUE,10.349924730059692,TRUE,stable_oscillatory,0,0.00245695177590371
2,0.22,0.048,-0.01056,0.03744,0.5,0.5529259375121393,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1264045646489471,0.9995007625228216,-0.00332346497073687,0.6070754591027203,0.03643641050195283,0.3687496670544685,0.01097896246535132,0.00245695177590371,TRUE,TRUE,TRUE,10.349924730059692,TRUE,stable_oscillatory,0,0.00245695177590371
2,0.04,0.04199999999999999,-0.00167999999999999,0.04031999999999999,0.8500000000000001,0.9253048969986616,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869972,0.9997489449161668,-0.00201561091528232,0.7841008817881076,0.03391478942082219,0.6149387227982948,0.01837296289420507,0.00248255439620844,TRUE,TRUE,TRUE,8.013235864307484,TRUE,stable_oscillatory,0,0.00248255439620844
2,0.16,0.048,-0.00768,0.04032,0.8500000000000001,0.9253048969986616,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,-0.00201561091528232,0.7841008817881076,0.0339147894208222,0.6149387227982948,0.01837296289420507,0.00248255439620845,TRUE,TRUE,TRUE,8.013235864307484,TRUE,stable_oscillatory,0,0.00248255439620845
2,0.36,0.063,-0.02268,0.04032,0.8500000000000001,0.9253048969986616,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2639361229869976,0.9997489449161668,-0.00201561091528232,0.7841008817881076,0.0339147894208222,0.6149387227982948,0.01837296289420507,0.00248255439620845,TRUE,TRUE,TRUE,8.013235864307484,TRUE,stable_oscillatory,0,0.00248255439620845
2,0.3,0.05699999999999999,-0.01709999999999999,0.0399,0.6,0.6593964334601401,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2428793681142911,0.9997210790875528,0.00294788415165181,0.6622334654940731,0.0239587506750594,0.4383858375145589,0.01309305315883553,-0.00258987617834711,FALSE,TRUE,TRUE,9.487870418164212,TRUE,unstable_oscillatory,0.5,0.00258987617834711
2,0.1,0.045,-0.0045,0.0405,0.7,0.7657788344006683,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.94,1.2730693030654825,0.999760149052326,0.00254307876365882,0.7134217925008389,0.02478825920423366,0.5088251752751747,0.01520539462748724,-0.00259250429312658,FALSE,TRUE,TRUE,8.80711154779057,TRUE,unstable_oscillatory,0.5,0.00259250429312658
2,0.28,0.054,-0.01512,0.03888,0.65,0.7125187107137744,TRUE,OK,0.04409028054839424,2.3939812967737173,0.84,0.9399999999999998,1.1931904367523434,0.9996424431860736,-0.0028168517889919,0.6885337014330287,0.03547604791890094,0.4742547155851572,0.01414785534566337,0.0026768276702004,TRUE,TRUE,TRUE,9.125457902935675,TRUE,stable_oscillatory,0,0.0026768276702004
